Symbol,BetaEndDate,Instance,Beta,UpsideBeta,DownsideBeta
PAYC-US,12/31/2020,PAYC-US_12/31/2020,1.424895941,1.486997683,1.387958742
LVS-US,12/31/2020,LVS-US_12/31/2020,1.073307354,0.86269678,1.184593535
EXPD-US,12/31/2020,EXPD-US_12/31/2020,0.705606301,0.735883234,0.720484664
KMX-US,12/31/2020,KMX-US_12/31/2020,1.11957488,0.935937645,1.242252408
XYL-US,12/31/2020,XYL-US_12/31/2020,1.076498968,1.161837655,1.02520365
FITB-US,12/31/2020,FITB-US_12/31/2020,1.625081891,1.561028203,1.650630503
STE-US,12/31/2020,STE-US_12/31/2020,0.877166931,0.920797624,0.87517948
QRVO-US,12/31/2020,QRVO-US_12/31/2020,1.298970465,1.355968802,1.226853558
MLM-US,12/31/2020,MLM-US_12/31/2020,1.079249375,0.921996836,1.156978417
ETSY-US,12/31/2020,ETSY-US_12/31/2020,0.992375462,1.093695345,1.00036705
PEAK-US,12/31/2020,PEAK-US_12/31/2020,1.271003711,1.21231638,1.327946452
SYF-US,12/31/2020,SYF-US_12/31/2020,1.64457393,1.504468617,1.743282506
MAS-US,12/31/2020,MAS-US_12/31/2020,0.943524268,1.025584304,0.909599209
ABC-US,12/31/2020,ABC-US_12/31/2020,0.907879653,1.087873633,0.784856473
GRMN-US,12/31/2020,GRMN-US_12/31/2020,0.895011124,0.91982829,0.864515887
TYL-US,12/31/2020,TYL-US_12/31/2020,0.654561586,0.672967791,0.627415406
CTLT-US,12/31/2020,CTLT-US_12/31/2020,1.098077046,1.137643931,1.146025134
NVR-US,12/31/2020,NVR-US_12/31/2020,1.160484165,0.989406639,1.297484488
PXD-US,12/31/2020,PXD-US_12/31/2020,1.491690103,1.369022001,1.568296097
FMC-US,12/31/2020,FMC-US_12/31/2020,1.173153548,1.077426455,1.265596747
NDAQ-US,12/31/2020,NDAQ-US_12/31/2020,1.014797075,1.124293261,0.940163233
PKI-US,12/31/2020,PKI-US_12/31/2020,0.731008887,0.703995964,0.741160999
CHRW-US,12/31/2020,CHRW-US_12/31/2020,0.545915309,0.58299184,0.495481886
IEX-US,12/31/2020,IEX-US_12/31/2020,0.871434848,0.792797539,0.947059573
BF.B-US,12/31/2020,BF.B-US_12/31/2020,0.827767618,0.819175458,0.825455436
CAH-US,12/31/2020,CAH-US_12/31/2020,0.944426147,1.005131907,0.879056813
HRL-US,12/31/2020,HRL-US_12/31/2020,0.4478906,0.641915102,0.31428631
DRE-US,12/31/2020,DRE-US_12/31/2020,1.110829303,1.267619451,1.042519345
GPC-US,12/31/2020,GPC-US_12/31/2020,1.135894595,1.272341973,1.037239782
EXR-US,12/31/2020,EXR-US_12/31/2020,0.667699387,0.576325346,0.777247585
MAA-US,12/31/2020,MAA-US_12/31/2020,1.003976843,0.95757829,1.094050943
NUE-US,12/31/2020,NUE-US_12/31/2020,1.123751591,1.1234212,1.122137551
ZBRA-US,12/31/2020,ZBRA-US_12/31/2020,1.147634271,1.214854029,1.07063735
IFF-US,12/31/2020,IFF-US_12/31/2020,0.904806701,1.008240277,0.814624116
ESS-US,12/31/2020,ESS-US_12/31/2020,1.030809038,0.918253014,1.08999538
HIG-US,12/31/2020,HIG-US_12/31/2020,1.214311552,0.925273791,1.448347054
TER-US,12/31/2020,TER-US_12/31/2020,1.232181091,1.365401434,1.100958441
IR-US,12/31/2020,IR-US_12/31/2020,1.039838004,0.96076185,1.048222059
SJM-US,12/31/2020,SJM-US_12/31/2020,0.425617312,0.589609016,0.251581631
DRI-US,12/31/2020,DRI-US_12/31/2020,1.587571597,1.357166938,1.782650554
ULTA-US,12/31/2020,ULTA-US_12/31/2020,1.285598464,1.151643076,1.392745627
LNT-US,12/31/2020,LNT-US_12/31/2020,0.824987756,0.934786608,0.75223069
CE-US,12/31/2020,CE-US_12/31/2020,1.22085881,1.057987633,1.332916951
EXPE-US,12/31/2020,EXPE-US_12/31/2020,1.300902963,0.934981674,1.480571873
TIF-US,12/31/2020,TIF-US_12/31/2020,0.245057095,0.159792532,0.3647105
ABMD-US,12/31/2020,ABMD-US_12/31/2020,0.614437187,0.696279646,0.546905071
JKHY-US,12/31/2020,JKHY-US_12/31/2020,0.753310217,0.822643145,0.665293274
URI-US,12/31/2020,URI-US_12/31/2020,1.453741601,1.445718107,1.430977907
PHM-US,12/31/2020,PHM-US_12/31/2020,1.301409313,1.199483362,1.424235382
WAT-US,12/31/2020,WAT-US_12/31/2020,0.852299937,0.977805296,0.767449236
SIVB-US,12/31/2020,SIVB-US_12/31/2020,1.449853991,1.454441845,1.398264121
NLOK-US,12/31/2020,NLOK-US_12/31/2020,0.474983968,0.431438043,0.52391305
HPE-US,12/31/2020,HPE-US_12/31/2020,1.149786619,1.080072025,1.169440412
AES-US,12/31/2020,AES-US_12/31/2020,1.169662393,1.019639041,1.253930434
ATO-US,12/31/2020,ATO-US_12/31/2020,0.856445099,1.057761609,0.743078277
J-US,12/31/2020,J-US_12/31/2020,0.93233969,0.9720454,0.917830224
FBHS-US,12/31/2020,FBHS-US_12/31/2020,1.237586154,1.140780966,1.288760865
KEY-US,12/31/2020,KEY-US_12/31/2020,1.627143448,1.551523466,1.6827213
LDOS-US,12/31/2020,LDOS-US_12/31/2020,0.980414346,0.931016415,1.04727449
OKE-US,12/31/2020,OKE-US_12/31/2020,1.599341497,0.859046468,2.190892837
EVRG-US,12/31/2020,EVRG-US_12/31/2020,1.077536155,1.231650046,1.056465997
MTB-US,12/31/2020,MTB-US_12/31/2020,1.267222767,1.31343426,1.175515003
RCL-US,12/31/2020,RCL-US_12/31/2020,1.820533184,1.409323917,2.019629129
CINF-US,12/31/2020,CINF-US_12/31/2020,1.235568741,1.366029832,1.125787709
WHR-US,12/31/2020,WHR-US_12/31/2020,1.345324209,1.577496087,1.262339308
TDY-US,12/31/2020,TDY-US_12/31/2020,1.064808621,0.996709763,1.121270428
ANET-US,12/31/2020,ANET-US_12/31/2020,1.015106796,1.158981456,0.921072648
IT-US,12/31/2020,IT-US_12/31/2020,1.008789732,0.89185888,1.049732682
BXP-US,12/31/2020,BXP-US_12/31/2020,1.162060005,1.063755333,1.212739426
RF-US,12/31/2020,RF-US_12/31/2020,1.50496436,1.364562415,1.562001517
HES-US,12/31/2020,HES-US_12/31/2020,1.45379128,1.326082737,1.462769622
WAB-US,12/31/2020,WAB-US_12/31/2020,1.118979062,1.046008288,1.136785154
CFG-US,12/31/2020,CFG-US_12/31/2020,1.605494246,1.496820591,1.653279404
ETFC-US,12/31/2020,ETFC-US_12/31/2020,#N/A,#N/A,#N/A
STX-US,12/31/2020,STX-US_12/31/2020,0.917872244,1.005505477,0.905169885
WDC-US,12/31/2020,WDC-US_12/31/2020,1.425315861,1.357687266,1.515299131
BIO-US,12/31/2020,BIO-US_12/31/2020,0.718095993,0.805618218,0.674675944
AVY-US,12/31/2020,AVY-US_12/31/2020,1.048153623,1.17813462,0.931006758
OMC-US,12/31/2020,OMC-US_12/31/2020,1.012748722,1.005220908,0.994515068
EMN-US,12/31/2020,EMN-US_12/31/2020,1.11201053,0.984853896,1.196799236
HAL-US,12/31/2020,HAL-US_12/31/2020,1.851841093,1.57011878,2.060090448
JBHT-US,12/31/2020,JBHT-US_12/31/2020,0.850055949,0.919357082,0.86360643
AAP-US,12/31/2020,AAP-US_12/31/2020,0.956897735,0.91495772,1.061298229
HAS-US,12/31/2020,HAS-US_12/31/2020,1.054251411,0.965978564,1.147952014
CNP-US,12/31/2020,CNP-US_12/31/2020,1.261578402,1.185440267,1.379139526
PFG-US,12/31/2020,PFG-US_12/31/2020,1.481587467,1.439234658,1.488566068
PKG-US,12/31/2020,PKG-US_12/31/2020,0.927621941,1.080678811,0.796242096
UAL-US,12/31/2020,UAL-US_12/31/2020,1.573863451,1.318323634,1.718849786
LUMN-US,12/31/2020,LUMN-US_12/31/2020,1.052641738,1.133026177,1.005336641
CPB-US,12/31/2020,CPB-US_12/31/2020,0.381909935,0.411232463,0.368961977
ALB-US,12/31/2020,ALB-US_12/31/2020,1.176700099,1.042613206,1.258343028
NTAP-US,12/31/2020,NTAP-US_12/31/2020,1.047489238,1.184291512,0.886932367
CBOE-US,12/31/2020,CBOE-US_12/31/2020,0.76907153,0.582675065,0.921548801
LW-US,12/31/2020,LW-US_12/31/2020,1.080573199,0.808024372,1.313679259
FOXA-US,12/31/2020,FOXA-US_12/31/2020,0.9363132,0.859471696,0.954767076
UDR-US,12/31/2020,UDR-US_12/31/2020,1.033974556,0.979353133,1.068674508
HBAN-US,12/31/2020,HBAN-US_12/31/2020,1.258782606,1.197307846,1.253368248
XRAY-US,12/31/2020,XRAY-US_12/31/2020,0.909901994,0.723615257,0.988111862
ALLE-US,12/31/2020,ALLE-US_12/31/2020,1.074762905,1.06145484,1.063486799
RJF-US,12/31/2020,RJF-US_12/31/2020,1.313057703,1.454040922,1.172912287
BKR-US,12/31/2020,BKR-US_12/31/2020,1.465725549,1.548848761,1.401707261
MGM-US,12/31/2020,MGM-US_12/31/2020,1.812416505,1.570516739,1.958041852
WRK-US,12/31/2020,WRK-US_12/31/2020,1.390811494,1.452490318,1.353521205
WU-US,12/31/2020,WU-US_12/31/2020,0.857391135,0.877239143,0.80687962
CXO-US,12/31/2020,CXO-US_12/31/2020,1.294740517,1.17092346,1.360782269
WRB-US,12/31/2020,WRB-US_12/31/2020,1.144256311,1.164139244,1.133575022
HSIC-US,12/31/2020,HSIC-US_12/31/2020,0.865254419,0.789421596,0.861520219
UHS-US,12/31/2020,UHS-US_12/31/2020,1.327681094,1.06432604,1.525290697
PNW-US,12/31/2020,PNW-US_12/31/2020,0.99252346,0.987707744,1.049483981
OXY-US,12/31/2020,OXY-US_12/31/2020,1.831321651,1.459852295,2.002628478
NI-US,12/31/2020,NI-US_12/31/2020,0.963520444,0.958875135,1.029253714
L-US,12/31/2020,L-US_12/31/2020,1.365149953,1.359322995,1.359654156
TXT-US,12/31/2020,TXT-US_12/31/2020,1.417083998,1.411433397,1.400976585
RE-US,12/31/2020,RE-US_12/31/2020,1.062890358,1.020239958,1.082274771
SNA-US,12/31/2020,SNA-US_12/31/2020,1.071000748,1.144994373,0.995402665
GL-US,12/31/2020,GL-US_12/31/2020,1.291096693,1.325258535,1.279796481
ROL-US,12/31/2020,ROL-US_12/31/2020,0.692169794,0.788167524,0.628655982
BWA-US,12/31/2020,BWA-US_12/31/2020,0.988433013,0.906338447,1.005092533
LYV-US,12/31/2020,LYV-US_12/31/2020,1.277624537,0.985320346,1.445217451
CCL-US,12/31/2020,CCL-US_12/31/2020,1.958524843,1.548840013,2.213385337
PNR-US,12/31/2020,PNR-US_12/31/2020,1.107340988,1.081068544,1.141828042
LKQ-US,12/31/2020,LKQ-US_12/31/2020,1.341604827,1.306220485,1.358724787
HST-US,12/31/2020,HST-US_12/31/2020,1.186881543,1.027327844,1.187118183
FFIV-US,12/31/2020,FFIV-US_12/31/2020,0.755773606,0.685176659,0.83492485
IRM-US,12/31/2020,IRM-US_12/31/2020,0.924650149,0.831564685,1.063823164
MYL-US,12/31/2020,MYL-US_12/31/2020,0.733143735,0.637575522,0.715943989
LB-US,12/31/2020,LB-US_12/31/2020,1.459222021,1.199224337,1.642807418
PWR-US,12/31/2020,PWR-US_12/31/2020,1.020244428,1.059220719,0.964569033
AOS-US,12/31/2020,AOS-US_12/31/2020,0.689879001,0.70039413,0.634701709
NRG-US,12/31/2020,NRG-US_12/31/2020,1.033395791,0.980302345,1.097601816
JNPR-US,12/31/2020,JNPR-US_12/31/2020,0.773698412,0.835403881,0.758092825
DISH-US,12/31/2020,DISH-US_12/31/2020,1.437988737,1.294157757,1.523926534
AIZ-US,12/31/2020,AIZ-US_12/31/2020,1.014965977,0.879917165,1.132389337
COG-US,12/31/2020,COG-US_12/31/2020,0.761230771,1.157001844,0.471952082
WYNN-US,12/31/2020,WYNN-US_12/31/2020,1.528485786,1.229111833,1.710504628
PRGO-US,12/31/2020,PRGO-US_12/31/2020,0.854994686,0.971400235,0.811539883
DVA-US,12/31/2020,DVA-US_12/31/2020,0.818644475,0.935943086,0.729286369
AAL-US,12/31/2020,AAL-US_12/31/2020,1.332337797,1.429520213,1.14771725
CF-US,12/31/2020,CF-US_12/31/2020,1.182035459,1.067712676,1.284412065
HWM-US,12/31/2020,HWM-US_12/31/2020,1.432822077,1.323509814,1.44748022
IPG-US,12/31/2020,IPG-US_12/31/2020,1.267042824,1.278867552,1.27127916
NWL-US,12/31/2020,NWL-US_12/31/2020,1.162821956,1.339082195,1.067729266
TAP-US,12/31/2020,TAP-US_12/31/2020,0.880518285,0.943220311,0.810496786
MOS-US,12/31/2020,MOS-US_12/31/2020,1.297575011,1.128972956,1.355807472
RHI-US,12/31/2020,RHI-US_12/31/2020,0.976468833,0.992381371,0.930690767
DISCK-US,12/31/2020,DISCK-US_12/31/2020,0.897134091,0.704075842,1.005294311
IPGP-US,12/31/2020,IPGP-US_12/31/2020,0.938483483,1.049973898,0.793830573
REG-US,12/31/2020,REG-US_12/31/2020,1.227458673,1.147435979,1.256455043
SEE-US,12/31/2020,SEE-US_12/31/2020,0.843419877,0.564314089,0.993932056
MHK-US,12/31/2020,MHK-US_12/31/2020,1.25451956,1.127478434,1.292754097
HII-US,12/31/2020,HII-US_12/31/2020,0.841418074,0.783110554,0.897812609
LNC-US,12/31/2020,LNC-US_12/31/2020,2.215845553,2.316192915,2.169244406
CMA-US,12/31/2020,CMA-US_12/31/2020,1.463385055,1.279597478,1.561005648
NWSA-US,12/31/2020,NWSA-US_12/31/2020,0.996485518,1.008479553,0.951195928
LEG-US,12/31/2020,LEG-US_12/31/2020,1.443039625,1.406786377,1.441433285
NLSN-US,12/31/2020,NLSN-US_12/31/2020,1.124542603,1.149170649,1.085690423
BEN-US,12/31/2020,BEN-US_12/31/2020,1.081216031,1.129576681,0.959195123
HBI-US,12/31/2020,HBI-US_12/31/2020,1.043978087,0.850313064,1.114548322
VNO-US,12/31/2020,VNO-US_12/31/2020,1.29382628,1.00013319,1.472662465
NCLH-US,12/31/2020,NCLH-US_12/31/2020,2.031047335,1.76612,2.16393766
FANG-US,12/31/2020,FANG-US_12/31/2020,1.509112937,1.058566432,1.76871802
FRT-US,12/31/2020,FRT-US_12/31/2020,1.182897465,0.991219282,1.30654141
AIV-US,12/31/2020,AIV-US_12/31/2020,1.159699288,1.0270917,1.280793329
FLIR-US,12/31/2020,FLIR-US_12/31/2020,0.792840336,0.736962943,0.826132593
ZION-US,12/31/2020,ZION-US_12/31/2020,1.033586521,0.936832924,1.034660768
KIM-US,12/31/2020,KIM-US_12/31/2020,1.302200736,1.020566271,1.466797014
FOX-US,12/31/2020,FOX-US_12/31/2020,0.951444371,0.851546438,0.985426853
DXC-US,12/31/2020,DXC-US_12/31/2020,1.896114504,1.750257109,1.968328249
PVH-US,12/31/2020,PVH-US_12/31/2020,1.705914111,1.645559686,1.728817339
ALK-US,12/31/2020,ALK-US_12/31/2020,1.444886087,1.244600971,1.591227553
PBCT-US,12/31/2020,PBCT-US_12/31/2020,1.231774223,1.413113943,1.059956999
TPR-US,12/31/2020,TPR-US_12/31/2020,1.660794894,1.68514144,1.716339405
NBL-US,12/31/2020,NBL-US_12/31/2020,#N/A,#N/A,#N/A
IVZ-US,12/31/2020,IVZ-US_12/31/2020,1.60429122,1.59888418,1.545988321
DVN-US,12/31/2020,DVN-US_12/31/2020,1.699306365,1.353438657,1.870803715
APA-US,12/31/2020,APA-US_12/31/2020,1.866888506,1.289893589,2.403984455
GPS-US,12/31/2020,GPS-US_12/31/2020,1.538417974,1.370238673,1.540108303
MRO-US,12/31/2020,MRO-US_12/31/2020,1.465918101,1.07406563,1.66453042
RL-US,12/31/2020,RL-US_12/31/2020,1.075756523,0.96387431,1.138194038
NOV-US,12/31/2020,NOV-US_12/31/2020,1.651880142,1.449998975,1.73340972
DISCA-US,12/31/2020,DISCA-US_12/31/2020,0.908042545,0.764628164,0.979232561
UNM-US,12/31/2020,UNM-US_12/31/2020,1.76374361,1.704985142,1.837624103
FLS-US,12/31/2020,FLS-US_12/31/2020,1.232920278,0.978824496,1.348062332
SLG-US,12/31/2020,SLG-US_12/31/2020,1.502163955,1.280607326,1.555584784
XRX-US,12/31/2020,XRX-US_12/31/2020,1.333148243,0.955771347,1.525124353
HFC-US,12/31/2020,HFC-US_12/31/2020,1.32491083,1.32586827,1.195576211
FTI-US,12/31/2020,FTI-US_12/31/2020,1.629488686,1.301815754,1.792632211
UAA-US,12/31/2020,UAA-US_12/31/2020,1.274344541,1.214116748,1.35797927
NWS-US,12/31/2020,NWS-US_12/31/2020,1.019862469,0.997956888,0.99800507
UA-US,12/31/2020,UA-US_12/31/2020,1.177432388,1.076243624,1.255164468
POOL-US,12/31/2020,POOL-US_12/31/2020,0.8584654,0.874999628,0.905155256
FDS-US,12/31/2020,FDS-US_12/31/2020,1.032874849,1.095345397,0.998324005
FICO-US,12/31/2020,FICO-US_12/31/2020,1.3735651,1.357409954,1.438341306
TRMB-US,12/31/2020,TRMB-US_12/31/2020,1.04223641,0.741754539,1.236454447
GNRC-US,12/31/2020,GNRC-US_12/31/2020,1.114465597,1.159229142,1.073537059
SEDG-US,12/31/2020,SEDG-US_12/31/2020,1.32996177,1.207142827,1.368164993
MASI-US,12/31/2020,MASI-US_12/31/2020,0.534506731,0.567080342,0.51306775
MPWR-US,12/31/2020,MPWR-US_12/31/2020,1.43903427,1.668982527,1.29547225
CGNX-US,12/31/2020,CGNX-US_12/31/2020,1.269720123,1.560759541,1.021160643
CRL-US,12/31/2020,CRL-US_12/31/2020,1.106308485,0.980513667,1.180145135
MOH-US,12/31/2020,MOH-US_12/31/2020,0.990038299,1.055731585,0.953555036
RPM-US,12/31/2020,RPM-US_12/31/2020,1.01386019,1.119559608,0.949047394
CDAY-US,12/31/2020,CDAY-US_12/31/2020,1.178629551,1.136990244,1.246515306
BRO-US,12/31/2020,BRO-US_12/31/2020,0.917699105,0.996110358,0.869368011
PENN-US,12/31/2020,PENN-US_12/31/2020,1.819024149,1.159195197,2.400750128
ENPH-US,12/31/2020,ENPH-US_12/31/2020,1.52453038,1.329329283,1.554089799
NDSN-US,12/31/2020,NDSN-US_12/31/2020,1.225142523,1.347195057,1.18819379
GGG-US,12/31/2020,GGG-US_12/31/2020,0.967942397,1.052288739,0.935969275
CABO-US,12/31/2020,CABO-US_12/31/2020,0.957936933,0.953362559,0.998787441
RUN-US,12/31/2020,RUN-US_12/31/2020,1.400599017,1.162193496,1.523293902
TECH-US,12/31/2020,TECH-US_12/31/2020,0.672226236,0.664268069,0.697791475
LII-US,12/31/2020,LII-US_12/31/2020,0.70710608,0.545481604,0.77101951
MPW-US,12/31/2020,MPW-US_12/31/2020,1.272577763,1.096838492,1.480446136
TTC-US,12/31/2020,TTC-US_12/31/2020,0.80337514,0.734290069,0.858644291
WTRG-US,12/31/2020,WTRG-US_12/31/2020,1.073032633,1.173330464,1.013409647
RNR-US,12/31/2020,RNR-US_12/31/2020,0.891261671,0.786213462,0.949261136
CPT-US,12/31/2020,CPT-US_12/31/2020,1.012355988,0.995766821,1.087440857
PTC-US,12/31/2020,PTC-US_12/31/2020,0.928906111,0.7119516,1.017213324
CZR-US,12/31/2020,CZR-US_12/31/2020,2.202223991,1.992351094,2.459309287
QDEL-US,12/31/2020,QDEL-US_12/31/2020,0.473396503,0.599946714,0.45478442
TREX-US,12/31/2020,TREX-US_12/31/2020,1.275834044,1.324031084,1.266185123
CONE-US,12/31/2020,CONE-US_12/31/2020,0.952377694,1.011275488,1.014805467
SAM-US,12/31/2020,SAM-US_12/31/2020,0.747536659,0.825655801,0.777787786
JAZZ-US,12/31/2020,JAZZ-US_12/31/2020,0.845245942,0.891914571,0.825922564
RGLD-US,12/31/2020,RGLD-US_12/31/2020,0.411457049,0.489344435,0.323072334
OLED-US,12/31/2020,OLED-US_12/31/2020,1.142509005,1.05354235,1.176848434
XPO-US,12/31/2020,XPO-US_12/31/2020,1.341623369,1.321183808,1.361139495
AMED-US,12/31/2020,AMED-US_12/31/2020,0.782972241,0.777237031,0.847423517
CHE-US,12/31/2020,CHE-US_12/31/2020,0.844175162,0.804705828,0.883473983
WSO-US,12/31/2020,WSO-US_12/31/2020,0.519288011,0.551822458,0.485499549
EXEL-US,12/31/2020,EXEL-US_12/31/2020,0.82086275,0.790725642,0.901780086
Y-US,12/31/2020,Y-US_12/31/2020,1.203850286,1.168384786,1.204552513
SCI-US,12/31/2020,SCI-US_12/31/2020,0.855345706,0.838630837,0.863415321
OC-US,12/31/2020,OC-US_12/31/2020,1.301670464,1.111713285,1.408782267
HUBB-US,12/31/2020,HUBB-US_12/31/2020,1.121991156,1.136793802,1.102334271
ATR-US,12/31/2020,ATR-US_12/31/2020,0.710204585,0.721825611,0.702969056
RGEN-US,12/31/2020,RGEN-US_12/31/2020,0.704846056,0.904623375,0.586528712
FIVE-US,12/31/2020,FIVE-US_12/31/2020,1.380835252,1.376385869,1.498294975
WSM-US,12/31/2020,WSM-US_12/31/2020,1.258191199,1.081480653,1.424190601
CREE-US,12/31/2020,CREE-US_12/31/2020,1.467175212,1.610131408,1.303603471
IAA-US,12/31/2020,IAA-US_12/31/2020,1.040972536,0.821842804,1.234807146
UGI-US,12/31/2020,UGI-US_12/31/2020,1.056782735,0.878048083,1.162365818
OHI-US,12/31/2020,OHI-US_12/31/2020,1.309145227,0.868197033,1.678236541
DNKN-US,12/31/2020,DNKN-US_12/31/2020,1.131025433,1.328298827,1.094181137
LHCG-US,12/31/2020,LHCG-US_12/31/2020,0.957685022,0.931050697,1.008118653
ACM-US,12/31/2020,ACM-US_12/31/2020,1.179021342,0.89264626,1.412277267
CSL-US,12/31/2020,CSL-US_12/31/2020,1.047127378,1.082871417,1.014441674
GRUB-US,12/31/2020,GRUB-US_12/31/2020,0.950306995,1.145816016,0.847360758
CASY-US,12/31/2020,CASY-US_12/31/2020,0.83754116,0.96951972,0.77045096
PEN-US,12/31/2020,PEN-US_12/31/2020,0.792326452,0.799927612,0.831761542
RS-US,12/31/2020,RS-US_12/31/2020,1.083001648,1.07310654,1.068801579
PRAH-US,12/31/2020,PRAH-US_12/31/2020,1.19354892,1.211998942,1.17664243
RGA-US,12/31/2020,RGA-US_12/31/2020,1.47631947,1.399778503,1.505967934
EHC-US,12/31/2020,EHC-US_12/31/2020,0.923718623,0.886727017,0.95665873
GNTX-US,12/31/2020,GNTX-US_12/31/2020,0.961299936,0.99866814,0.929874393
STOR-US,12/31/2020,STOR-US_12/31/2020,1.309140365,0.878953828,1.654053001
SMG-US,12/31/2020,SMG-US_12/31/2020,0.979040647,1.026034069,0.999252141
NYT-US,12/31/2020,NYT-US_12/31/2020,0.685919601,0.646336999,0.780747171
SEIC-US,12/31/2020,SEIC-US_12/31/2020,1.094067947,1.139791704,1.042308533
DECK-US,12/31/2020,DECK-US_12/31/2020,1.107382407,0.987196674,1.176376224
WEX-US,12/31/2020,WEX-US_12/31/2020,1.763642214,1.589539356,1.861781406
ARW-US,12/31/2020,ARW-US_12/31/2020,1.094446101,1.034102379,1.114895892
CIEN-US,12/31/2020,CIEN-US_12/31/2020,0.981590578,1.076388084,0.895522507
MANH-US,12/31/2020,MANH-US_12/31/2020,1.268415671,1.066764045,1.383708521
MKSI-US,12/31/2020,MKSI-US_12/31/2020,1.427182772,1.488574862,1.411792079
OGE-US,12/31/2020,OGE-US_12/31/2020,0.928348878,0.927544071,0.916588873
PCTY-US,12/31/2020,PCTY-US_12/31/2020,1.140717277,1.047208639,1.209629884
NNN-US,12/31/2020,NNN-US_12/31/2020,1.185115487,0.883664559,1.402009477
LEA-US,12/31/2020,LEA-US_12/31/2020,1.2469244,1.212112802,1.246017654
RH-US,12/31/2020,RH-US_12/31/2020,1.678347239,1.646169066,1.736927722
DCI-US,12/31/2020,DCI-US_12/31/2020,1.017814023,1.008791302,1.013327057
DAR-US,12/31/2020,DAR-US_12/31/2020,1.170694658,1.019608679,1.250568962
CHDN-US,12/31/2020,CHDN-US_12/31/2020,1.640985504,1.58770662,1.651481807
SNX-US,12/31/2020,SNX-US_12/31/2020,1.109841214,0.907328931,1.284605286
SRCL-US,12/31/2020,SRCL-US_12/31/2020,1.117562185,1.069478772,1.110912238
AAXN-US,12/31/2020,AAXN-US_12/31/2020,1.085430192,1.021379218,1.174712601
BJ-US,12/31/2020,BJ-US_12/31/2020,0.342279377,0.594425735,0.12391334
STLD-US,12/31/2020,STLD-US_12/31/2020,1.285441197,1.260336003,1.329710816
LAMR-US,12/31/2020,LAMR-US_12/31/2020,1.722143766,1.625971493,1.863253075
FAF-US,12/31/2020,FAF-US_12/31/2020,0.965512773,0.678894891,1.179887248
REXR-US,12/31/2020,REXR-US_12/31/2020,1.01638305,0.930946609,1.127685553
CBSH-US,12/31/2020,CBSH-US_12/31/2020,1.029960735,1.220913794,0.878740107
LITE-US,12/31/2020,LITE-US_12/31/2020,1.09485239,1.11219679,1.096706727
BLD-US,12/31/2020,BLD-US_12/31/2020,1.469619258,1.363538967,1.5687261
FSLR-US,12/31/2020,FSLR-US_12/31/2020,0.842745809,0.624032016,0.85827512
TOL-US,12/31/2020,TOL-US_12/31/2020,1.425303122,1.283810285,1.573701484
HRC-US,12/31/2020,HRC-US_12/31/2020,0.790864395,0.953188915,0.707432151
LECO-US,12/31/2020,LECO-US_12/31/2020,1.008720474,1.064411149,0.937352656
KRC-US,12/31/2020,KRC-US_12/31/2020,1.16323907,1.118737241,1.199285187
PII-US,12/31/2020,PII-US_12/31/2020,1.420290314,1.3347065,1.529118486
POST-US,12/31/2020,POST-US_12/31/2020,0.754800256,0.713993983,0.772846067
CLGX-US,12/31/2020,CLGX-US_12/31/2020,0.857723048,1.108758717,0.709972523
CACI-US,12/31/2020,CACI-US_12/31/2020,1.007365239,0.959570454,1.069247709
CDK-US,12/31/2020,CDK-US_12/31/2020,0.86028883,0.721048574,0.90074941
THO-US,12/31/2020,THO-US_12/31/2020,1.516018733,1.304414809,1.743952284
FHN-US,12/31/2020,FHN-US_12/31/2020,1.592789355,1.42556328,1.661240787
TTEK-US,12/31/2020,TTEK-US_12/31/2020,1.142580057,1.19984366,1.079139774
KNX-US,12/31/2020,KNX-US_12/31/2020,0.690045454,0.823815022,0.626123267
SON-US,12/31/2020,SON-US_12/31/2020,1.047167216,1.182306434,0.99040397
LAD-US,12/31/2020,LAD-US_12/31/2020,1.22269679,1.050228499,1.299063265
ITT-US,12/31/2020,ITT-US_12/31/2020,1.243055384,1.22038998,1.236300194
EGP-US,12/31/2020,EGP-US_12/31/2020,1.26948828,1.287082777,1.317216061
INGR-US,12/31/2020,INGR-US_12/31/2020,0.889994719,0.792424433,0.994832959
FR-US,12/31/2020,FR-US_12/31/2020,1.122544185,1.077385736,1.196670948
COR-US,12/31/2020,COR-US_12/31/2020,0.710320499,0.78646311,0.711625226
OSK-US,12/31/2020,OSK-US_12/31/2020,1.068475166,1.036494192,1.048484957
MIDD-US,12/31/2020,MIDD-US_12/31/2020,1.267841854,0.923945858,1.452220375
OLLI-US,12/31/2020,OLLI-US_12/31/2020,0.91904562,0.845767276,1.010721656
JLL-US,12/31/2020,JLL-US_12/31/2020,1.179621571,1.027024375,1.266131119
LSI-US,12/31/2020,LSI-US_12/31/2020,0.832825818,0.78176021,0.9710034
HELE-US,12/31/2020,HELE-US_12/31/2020,1.101221984,1.167619622,1.120846425
MSA-US,12/31/2020,MSA-US_12/31/2020,1.07859973,1.217050901,1.023414638
LSTR-US,12/31/2020,LSTR-US_12/31/2020,0.842488679,0.989630086,0.760831828
ACC-US,12/31/2020,ACC-US_12/31/2020,1.326266873,1.11320854,1.554286598
AFG-US,12/31/2020,AFG-US_12/31/2020,1.483732934,1.25474179,1.647247075
