Symbol,Company_Name,StartDate,EndDate,AdjEndDate,Total_Return,Price,MarketCap,EnterpriseValue,Sales,EBIT,OCF,FCF,Capex,EBIT_ROIC,OCF_ROIC,FCF_ROIC,Sales_Capital,CurrentAssets,Cash,AccountsPayable,NetFixedAssets,TangibleCapital,ROA,ROE,EBITMargin,NetMargin,NetIncome,TotalAssets,ShareHoldersEquity,NetEquityChange,BuyBackYield,EBIT_EV,OCF_EV,FCF_EV,EBIT1year,EBITGrowth1year,EBIT3year,EBITGrowth3year,EBIT5year,EBITGrowth5year,Sales1year,SalesGrowth1year,Sales3year,SalesGrowth3year,Sales5year,SalesGrowth5year,OCF1year,OCFGrowth1year,OCF3year,OCFGrowth3year,OCF5year,OCFGrowth5year,SharesOutstanding,SharesOutstanding1year,NetRepurchase1year,DividendsPerShare,DividendYield,ShareholderYield1,ShareholderYield2,Sector,Cash,Investments,Cash+LT,ST_Debt,LT_Debt,Net_Cash,R_D
V-US,Visa Inc. Class A,12/31/2020,12/31/2020,12/31/2020,0,218.73,464710.7,472793.7,21846,14107,10440,9704,736,1.533161255,1.134628447,1.054639315,2.37424263,23720.5,17113.5,155.25,2749.5,9201.25,0.136747562,0.295926943,0.645747505,0.479492813,10475,76601,35397.25,7924,0.017051469,0.029837538,0.022081513,0.020524808,15401,-0.084020518,12163,0.15982899,9078,0.553976647,22977,-0.049223136,18358,0.189998911,13880,0.573919308,12784,-0.183354193,9208,0.133796699,6584,0.585662211,2124.586,2159.586,0.016473798,1.2,0.005486216,0.021960014,0.022537685,Information Technology,17113.5,1254.5,18368,3249.25,16633,-1514.25,#N/A
PG-US,Procter & Gamble Company,12/31/2020,12/31/2020,12/31/2020,0,139.14,345012.38,364557.38,72470,16984,17973,15129,2844,0.759409338,0.803630714,0.676466314,3.240367096,25017.5,12811.25,11312.75,21471.25,22364.75,0.116470793,0.295207798,0.234359045,0.189195529,13711,117720.5,46445.25,4409,0.012779252,0.046588002,0.049300881,0.04149964,15290,0.110791367,14512,0.170341786,15394,0.103286995,68792,0.053465519,65193,0.111622413,72620,-0.002065547,15844,0.134372633,13359,0.345385134,14513,0.238406945,2479.605893,2493.812048,0.005729199,3.0732,0.022087107,0.027816305,0.034866358,Consumer Staples,12811.25,61.75,12873,10369.75,22938.25,-20435,#N/A
UNH-US,UnitedHealth Group Incorporated,12/31/2020,12/31/2020,12/31/2020,0,350.68,332795.3,363759.3,252575,#N/A,22278,20151,2127,#N/A,#N/A,#N/A,#N/A,53795,#N/A,22111.5,8288.5,#N/A,0.08932356,0.274917025,#N/A,0.06624567,16732,187319,60862,1437,0.00431797,#N/A,0.061243795,0.055396522,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,239671,0.053840473,196633,0.28449955,146942,0.718875475,14654,0.520267504,14764,0.508940666,8658,1.573111573,949,947,-0.002107482,4.66,0.013288468,0.011180987,0.017606438,Health Care,#N/A,0,#N/A,7639.25,38884.5,#N/A,#N/A
DIS-US,Walt Disney Company,12/31/2020,12/31/2020,12/31/2020,0,181.18,327935.78,386270.78,65090,3592,7616,3594,4022,0.101053696,0.214260844,0.101109962,1.831176254,32280.5,15551,16402.29125,35218.25,35545.45875,-0.01381608,-0.032264246,0.055185128,-0.043324627,-2820,204110,87403.25,-305,-0.00093006,0.009299176,0.019716739,0.009304354,11650,-0.69167382,13694,-0.737695341,12778,-0.718891845,69307,-0.060845225,54943,0.184682307,52003,0.251658558,6606,0.152891311,12343,-0.382970105,10909,-0.301860849,1810,1781,-0.016022099,0.88,0.004857048,-0.011165051,0.003926988,Communication Services,15551,3727,19278,10278.45875,49289.0055,-40289.46425,#N/A
MA-US,Mastercard Incorporated Class A,12/31/2020,12/31/2020,12/31/2020,0,356.94,356226.13,357674.13,15595,8414,7556,6814,742,0.937310274,0.841730025,0.759072047,1.737265714,18218.75,10721.5,392.5,1872,8976.75,0.217661098,1.14208091,0.539531901,0.431292081,6726,30901.25,5889.25,4330,0.0121552,0.023524206,0.021125375,0.019050861,9254,-0.090771558,6517,0.291084855,4999,0.683136627,16276,-0.041840747,11941,0.306004522,9566,0.630252979,6397,0.181178678,4786,0.578771417,3729,1.026280504,998,1010,0.012024048,1.6,0.004482546,0.016506594,0.016637746,Information Technology,10721.5,913.75,11635.25,26.5,11680.25,-71.5,#N/A
NVDA-US,NVIDIA Corporation,12/31/2020,12/31/2020,12/31/2020,0,522.2,323241.8,319955.8,14777,4254,5220,4230,990,0.871185746,1.06901495,0.866270735,3.026213393,15985,12744,780.3333333,2422.333333,4883,0.174527369,0.292602698,0.287879813,0.25884821,3825,21916.33333,13072.33333,-193,-0.000597076,0.013295586,0.016314753,0.013220576,2150,0.978604651,2864,0.485335196,851.305,3.997033966,10018,0.475044919,8976,0.646278966,4859.514,2.040839063,4194,0.244635193,2865,0.821989529,1106.729,3.716601806,619,612,-0.011308562,0.64,0.001225584,-0.010082978,0.000628508,Information Technology,12744,0,12744,105,5867,6772,3515
HD-US,"Home Depot, Inc.",12/31/2020,12/31/2020,12/31/2020,0,265.62,285807.13,312240.13,125631,17598,20474,18184,2290,0.482291143,0.561110857,0.498351071,3.443045722,26149.33333,8322.666667,9844.666667,28506.33333,36488.33333,0.216187212,-5.337606838,0.140076892,0.099418137,12490,57774,-2340,3567,0.012480444,0.056360468,0.065571328,0.058237229,16065,0.095424837,14533,0.210899333,11540,0.524956672,110934,0.13248418,99228,0.26608417,86701,0.449014429,13666,0.498170642,11605,0.764239552,9361,1.187159492,1076,1090,0.013011152,5.72,0.021534523,0.034545675,0.034014967,Consumer Discretionary,8322.666667,0,8322.666667,4000.333333,35899.33333,-31577,0
PYPL-US,PayPal Holdings Inc,12/31/2020,12/31/2020,12/31/2020,0,234.2,274482.4,269949.4,20183,3104,5871,5057,814,0.666344657,1.26034455,1.085600816,4.332742983,42970.75,12077.75,28441.25,2206.5,4658.25,0.053629874,0.182210946,0.153792796,0.155675569,3142,58586.75,17243.75,1543,0.00562149,0.011498451,0.02174852,0.01873314,2456,0.263843648,1662,0.867629362,1277,1.430696946,16892,0.194825953,12209,0.653124744,8715,1.31589214,4431,0.324983074,3601,0.63038045,2550,1.302352941,1172,1174,0.001706485,0,0,0.001706485,0.00562149,Information Technology,12077.75,2960.75,15038.5,122,8254.75,6661.75,2468
VZ-US,Verizon Communications Inc.,12/31/2020,12/31/2020,12/31/2020,0,58.75,243113.03,371725.03,128375,29842,41470,19109,22361,0.240856015,0.334706083,0.154229528,1.036119928,35566,7764.25,18978.25,115076.25,123899.75,0.062246702,0.293666866,0.232459591,0.142613437,18308,294120,62342.75,0,0,0.08027977,0.111560957,0.051406277,30711,-0.02829605,29381,0.015690412,21180,0.408970727,131374,-0.022827957,124419,0.031795787,130558,-0.016720538,34843,0.190196022,22307,0.859057695,35900,0.155153203,4138.094367,4135.784209,-0.000558266,2.4725,0.042085106,0.04152684,0.042085106,Communication Services,7764.25,2834.25,10598.5,11932.25,124019,-125352.75,#N/A
ADBE-US,Adobe Inc.,12/31/2020,12/31/2020,12/31/2020,0,500.12,239557.48,239019.48,12413.34,3969.327,5321.399,4914.463,406.936,1.025136105,1.374328254,1.269231147,3.205924587,6830.333333,4595.333333,261,1898,3872,0.177608545,0.350451708,0.319763013,0.311105714,3861.861,21743.66667,11019.66667,2679.308,0.011184406,0.016606709,0.022263453,0.020560931,2959.977,0.340999271,1950.814,1.03470295,670.807,4.917241472,10585.219,0.172705071,6863.393,0.808630221,4495.153,1.761494436,4153.407,0.28121299,2775.234,0.917459573,1414.74,2.761397147,480,484.903,0.010214583,0,0,0.010214583,0.011184406,Information Technology,4595.333333,0,4595.333333,86.33333333,4625,-116,2129.806
CMCSA-US,Comcast Corporation Class A,12/31/2020,12/31/2020,12/31/2020,0,52.4,239746.94,338268.94,104254,18822,25930,13925,12005,0.341273475,0.470153076,0.2524829,1.890294594,26082.5,10445,10548.5,50063.25,55152.25,0.038900668,0.123536773,0.180539835,0.09895064,10316,265188.25,83505.5,501,0.002089703,0.055642117,0.076654983,0.04116547,20702,-0.090812482,17963,0.04782052,16080,0.170522388,108390,-0.038158502,83636,0.246520637,72997,0.428195679,25252,0.026849358,21704,0.194710652,18456,0.404963156,4575.323155,4549.250254,-0.005698592,0.9,0.017175573,0.01147698,0.019265276,Communication Services,10445,7350.75,17795.75,4153.75,105318.75,-91676.75,#N/A
BAC-US,Bank of America Corp,12/31/2020,12/31/2020,12/31/2020,0,30.31,262530.75,717388.75,105876,#N/A,26356,26356,0,#N/A,#N/A,#N/A,#N/A,883676.5,#N/A,#N/A,20686.25,#N/A,0.007366172,0.072985252,#N/A,0.183403226,19418,2636104.75,266053.75,14689,0.055951541,#N/A,0.036738797,0.036738797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,114612,-0.076222385,98251,0.077607353,93573,0.131480235,32419,-0.187019957,33916,-0.222903644,18327,0.438096797,8661.522562,9079.264535,0.048229624,0.72,0.023754536,0.07198416,0.079706077,Financials,#N/A,286570.75,#N/A,215025.25,240011.75,#N/A,#N/A
NFLX-US,"Netflix, Inc.",12/31/2020,12/31/2020,12/31/2020,0,540.73,238891.81,248636.56,23819.048,4089.559,1102.774,536.248,566.526,1.290704866,0.348046273,0.16924512,7.517524786,7754.226,6428.99,551.95025,2395.18375,3168.4695,0.077501684,0.31477804,0.171692798,0.117813651,2806.209,36208.3615,8914.88175,-217.052,-0.000908579,0.016447939,0.004435285,0.002156754,2361.509,0.731756686,747.31,4.472372911,310.978,12.15063767,18875.854,0.261879224,10884.499,1.18834583,6440.906,2.698089679,-2660.419,-1.414511398,-1855.151,-1.594438943,-543.155,-3.030311789,441.795008,438.251289,-0.008021184,0,0,-0.008021184,-0.000908579,Communication Services,6428.99,22.68325,6451.67325,587.02725,16533.7945,-10669.1485,1752.04
KO-US,Coca-Cola Company,12/31/2020,12/31/2020,12/31/2020,0,54.84,235647.48,269095.5,33440,9610,8920,7313,1607,1.094626534,1.016032121,0.832986872,3.808981405,27106.5,17446.25,12022.25,11141.25,8779.25,0.089537885,0.455168647,0.287380383,0.249192584,8333,93066.75,18307.5,-97,-0.000411632,0.035712229,0.033148083,0.027176226,9935,-0.032712632,8676,0.107653296,10191,-0.057011088,34551,-0.032155365,36841,-0.092315627,44637,-0.250845711,9611,-0.071896785,7991,0.116255788,11026,-0.191003084,4297,4284,-0.003025367,1.63,0.02972283,0.026697464,0.029311198,Consumer Staples,17446.25,22516.75,39963,15699,34238,-9974,#N/A
MRK-US,"Merck & Co., Inc.",12/31/2020,12/31/2020,12/31/2020,0,81.8,206934.39,228403.39,47161,14423,11041,6734,4307,0.469663049,0.359533365,0.219282464,1.535726206,27394.25,9085.25,3625.5,16025.75,30709.25,0.131749232,0.422948412,0.305824728,0.244248426,11519,87431.25,27235,2246,0.010853682,0.063147049,0.048339913,0.029482925,12483,0.155411359,8674,0.662785335,7664,0.881915449,45760,0.030616259,39588,0.191295342,39148,0.204684786,12238,-0.0978101,6064,0.820745383,7010,0.575035663,2529.760132,2550.88863,0.008351977,2.44,0.029828851,0.038180828,0.040682533,Health Care,9085.25,1769.75,10855,4336.25,24404.5,-17885.75,9105
PEP-US,"PepsiCo, Inc.",12/31/2020,12/31/2020,12/31/2020,0,148.3,205098.9,240076.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22276.75,8953.25,15186.5,19686.5,17823.5,#N/A,#N/A,#N/A,#N/A,#N/A,86293.75,13556.25,#N/A,#N/A,#N/A,#N/A,#N/A,10645,#N/A,10212,#N/A,10036,#N/A,66046,#N/A,63514,#N/A,64417,#N/A,9746,#N/A,9871,#N/A,10588,#N/A,#N/A,1396,#N/A,3.955,0.026668914,#N/A,#N/A,Consumer Staples,8953.25,2717.25,11670.5,5635.75,35469.25,-29434.5,#N/A
T-US,AT&T Inc.,12/31/2020,12/31/2020,12/31/2020,0,28.76,204916.31,399014.3,172962,27085,44991,27916,17075,0.169892065,0.282208377,0.175104556,1.084913102,53497.75,12281,35292.25,153500.25,159424.75,0.0203364,0.062238506,0.15659509,0.064181728,11101,545868.5,178362.25,-6052,-0.029534008,0.067879773,0.112755357,0.069962405,29941,-0.095387596,26055,0.03953176,14174,0.910893185,182414,-0.051816198,160711,0.076230003,139121,0.243248683,48805,-0.078147731,39416,0.141440024,32440,0.38689889,7125.045267,7303.373909,0.025028422,2.08,0.07232267,0.097351093,0.042788662,Communication Services,12281,4697.75,16978.75,16057.5,173138.25,-172217,#N/A
PFE-US,Pfizer Inc.,12/31/2020,12/31/2020,12/31/2020,0,36.81,204553.17,246025.17,48648,13151,12547,10316,2231,0.379952185,0.362501715,0.298044767,1.405513944,40426,16221.5,4051.25,14459,34612.25,0.050287951,0.13475945,0.270329716,0.178506825,8684,172685.5,64440.75,-297,-0.001451945,0.05345388,0.050998847,0.041930669,15326,-0.141915699,14483,-0.091969896,13317,-0.01246527,53038,-0.082770844,52470,-0.072841624,47922,0.015149618,13557,-0.074500258,15701,-0.200878925,15196,-0.17432219,5557,5531,-0.004678784,1.52,0.041293127,0.036614343,0.039841182,Health Care,16221.5,19023.75,35245.25,14731.25,43399.5,-22885.5,9031
INTC-US,Intel Corporation,12/31/2020,12/31/2020,12/31/2020,0,49.82,204162.36,222472.36,78098,24842,35382,20324,15058,0.344290184,0.490366125,0.28167433,1.082375605,38478.75,19498.5,4742.5,57916.5,72154.25,0.150829677,0.282802121,0.318087531,0.28101872,21947,145508.5,77605.5,14855,0.072760718,0.11166331,0.159039981,0.091355169,21789,0.140116573,17386,0.428850799,15014,0.65458905,70413,0.109141778,62082,0.257981379,55162,0.415793481,30157,0.17325994,23019,0.537078066,19361,0.82748825,4098,4350,0.061493411,1.305,0.026194299,0.087687711,0.098955018,Information Technology,19498.5,8070.5,27569,2522.5,33611.25,-8564.75,13285
WMT-US,Walmart Inc.,12/31/2020,12/31/2020,12/31/2020,0,144.15,408088.63,466563.63,548743,23929,33596,24218,9378,0.186578472,0.261953711,0.188831854,4.278642253,63376.66667,13767,45798.33333,124440.3333,128251.6667,0.083798242,0.271406248,0.043606934,0.035976769,19742,235589.6667,72739.66667,2074,0.005082229,0.051287753,0.072007327,0.051907175,21313,0.122741988,22067,0.08437939,25412,-0.058358256,521086,0.053075692,494904,0.108786755,484028,0.133700943,24984,0.344700608,28946,0.160643958,28099,0.195629738,2831,2839,0.002825857,2.14,0.014845647,0.017671503,0.019927876,Consumer Staples,13767,7183.666667,20950.66667,9572.333333,62880.66667,-51502.33333,#N/A
CRM-US,"salesforce.com, inc.",12/31/2020,12/31/2020,12/31/2020,0,222.53,203392.42,200294.42,20286,226,5057,4360,697,0.026811136,0.59992882,0.517241379,2.406596014,14255.66667,9010.666667,2292,5476.333333,8429.333333,0.064078929,0.099831603,0.011140688,0.175342601,3557,55509.66667,35630,-1395,-0.006858663,0.001128339,0.025247833,0.021767955,676,-0.665680473,132.872,0.700885062,20.053,10.27013414,15850,0.279873817,9922.997,1.044342047,6302.426,2.218760522,4576,0.105113636,2392.791,1.113431553,1485.398,2.40447476,914,886,-0.030634573,0,0,-0.030634573,-0.006858663,Information Technology,9010.666667,2140,11150.66667,790.6666667,5424.666667,4935.333333,3490
CSCO-US,"Cisco Systems, Inc.",12/31/2020,12/31/2020,12/31/2020,0,44.75,188934.5,175100.5,48069,13515,15935,15196,739,0.926319397,1.092186429,1.041535298,3.294653873,41644.33333,28359,2182,3486.666667,14590,0.113440777,0.287520268,0.281158335,0.217645468,10462,92224.33333,36387,2643,0.013988975,0.077184246,0.09100488,0.086784447,14397,-0.061262763,12509,0.080422096,12140,0.113261944,51993,-0.075471698,47789,0.005859089,49598,-0.030827856,15655,0.01788566,14226,0.120132152,12827,0.242301395,4222,4241,0.004500237,1.42,0.031731844,0.03623208,0.045720819,Information Technology,28359,1394.333333,29753.33333,3358.333333,13221,13174,6293
ABT-US,Abbott Laboratories,12/31/2020,12/31/2020,12/31/2020,0,109.49,194055.86,208096.86,32221,4282,6519,4587,1932,0.247926467,0.377448071,0.265585872,1.865585872,16444,4394,3239.25,8460.5,17271.25,0.049103981,0.108542224,0.132894696,0.103814283,3345,68120.75,30817.5,502,0.002586884,0.020576956,0.031326758,0.02204262,4327,-0.010399815,2269,0.887174967,3027,0.414601916,31355,0.027619199,25134,0.281968648,20573,0.566178972,5485,0.188514129,5100,0.278235294,3376,0.930983412,1772.361581,1768.455705,-0.002203769,1.44,0.013151886,0.010948117,0.01573877,Health Care,4394,825,5219,1215,17688.25,-13684.25,2295
ABBV-US,"AbbVie, Inc.",12/31/2020,12/31/2020,12/31/2020,0,107.15,189151.33,268279.3,40650,13612,16009,15327,682,14.62869425,17.20472864,16.47178936,43.68619022,36385.5,23764,15731.25,4040.25,930.5,0.061059723,2.03432701,0.334858549,0.1800492,7319,119866.25,3597.75,573,0.00302932,0.050738167,0.059672886,0.057130759,13443,0.012571599,10264,0.32618862,7528,0.808182784,32867,0.236802872,27273,0.490485095,21911,0.855232532,13441,0.191057213,8917,0.795334754,4994,2.205646776,1765.29463,1478.782106,-0.162302949,4.72,0.044050397,-0.118252552,0.047079717,Health Care,23764,280.75,24044.75,4443,72713.25,-53111.5,5902
TMO-US,Thermo Fisher Scientific Inc.,12/31/2020,12/31/2020,12/31/2020,0,465.78,184605.02,198129.02,28497,6056,6863,5686,1177,0.453200127,0.513591888,0.425511216,2.132570017,14660,4708.25,1651.75,5062.75,13362.75,0.080404412,0.162724188,0.212513598,0.171211005,4879,60680.75,29983.25,2056,0.011137292,0.030565941,0.034639045,0.028698471,4177,0.449844386,3109.5,0.947579997,2420.6,1.501859043,25220,0.129936558,19824.4,0.437470995,16805.7,0.695674682,4861,0.411849414,3344.4,1.052087071,2542.5,1.699311701,396.335191,400.991227,0.011747723,0.85,0.001824896,0.013572619,0.012962188,Health Care,4708.25,51.75,4760,564.5,19651.75,-15456.25,1067
XOM-US,Exxon Mobil Corporation,12/31/2020,12/31/2020,12/31/2020,0,41.22,174278.17,241457.17,195486,-624,17015,-3342,20357,-0.002418124,0.065936515,-0.012950916,0.757547193,50502.5,8977.25,35744,252270,258051.25,0.00923544,0.018159144,-0.003192044,0.016983313,3320,359484.75,182828,478,0.002742742,-0.002584309,0.070467984,-0.013840964,13749,-1.045385119,11546,-1.054044691,17813,-1.035030596,260708,-0.250172607,222508,-0.121442825,260574,-0.249787009,31971,-0.467798943,30051,-0.43379588,33379,-0.49024836,4228,4231,0.000709555,3.48,0.084425036,0.085134592,0.087167778,Energy,8977.25,10791,19768.25,23605.5,39067.75,-42905,#N/A
NKE-US,"NIKE, Inc. Class B",12/31/2020,12/31/2020,12/31/2020,0,141.47,222815.25,226301.25,37348,2949,2973,1995,978,0.163482149,0.164812625,0.110595757,2.070441274,19412.33333,7149.666667,2150.666667,7926.666667,18038.66667,0.08885708,0.306564352,0.078960051,0.072025276,2690,30273.33333,8774.666667,992,0.004452119,0.013031302,0.013137356,0.008815683,4899,-0.398040416,4374,-0.325788752,4085,-0.278090575,39831,-0.06233838,34294,0.089053479,31154,0.198818771,4996,-0.404923939,3494,-0.149112765,4583,-0.351298276,1565,1560,-0.003194888,0.98,0.006927264,0.003732376,0.011379383,Consumer Discretionary,7149.666667,3.666666667,7153.333333,576,10303,-3725.666667,#N/A
AVGO-US,Broadcom Inc.,12/31/2020,12/31/2020,12/31/2020,0,437.85,178204.95,214044.95,23888,4357,12061,11598,463,0.598571232,1.656958373,1.593350735,3.281769474,13337.33333,8169.333333,1102.333333,3213.333333,7279,0.036729074,0.123459021,0.182392833,0.123953449,2961,80617.33333,23983.66667,489,0.002744032,0.020355537,0.056347977,0.05418488,4268,0.020852858,2673,0.630003741,1782,1.445005612,22597,0.057131478,17636,0.354502155,6824,2.500586166,9697,0.243786738,6551,0.841092963,2318,4.203192407,407,397.56081,-0.023192113,12.4,0.028320201,0.005128088,0.031064233,Information Technology,8169.333333,0,8169.333333,1414,44106.33333,-37351,4968
